100,2.28,1.85,1.88,1.72,1.96,1.76,0.72,0.64,2.39,0.48,0.56,0.36,1.08,1.36
1000,0.997,0.992,1.275,1.572,1.884,1.437,1.703,1.71,4.2,1.244,1.009,0.608,5.205,4.51
10000,1.9038,1.6971,1.7511,1.6761,1.7014,1.6324,1.6846,1.5555,3.044,2.7794,1.6448,0.4395,10.5604,10.3806
