100,228.0,185.0,188.0,172.0,196.0,176.0,72.0,64.0,239.0,48.0,56.0,36.0,108.0,136.0
1000,997.0,992.0,1275.0,1572.0,1884.0,1437.0,1703.0,1710.0,4200.0,1244.0,1009.0,608.0,5205.0,4510.0
10000,19038.0,16971.0,17511.0,16761.0,17014.0,16324.0,16846.0,15555.0,30440.0,27794.0,16448.0,4395.0,105604.0,103806.0
